Game_ID	GAME_DATE	Team_ID_x	WL_x	PTS_x	MATCHUP	Team_ID_y	WL_y	PTS_y	ELO_x	ELO_y
22100001	2021-10-19	1610612749	W	127	MIL vs. BKN	1610612751	L	104	1589.0	1586.0
22100002	2021-10-19	1610612744	W	121	GSW @ LAL	1610612747	L	114	1536.0	1553.0
22100003	2021-10-20	1610612754	L	122	IND @ CHA	1610612766	W	123	1488.0	1443.0
22100004	2021-10-20	1610612741	W	94	CHI @ DET	1610612765	L	88	1493.0	1379.0
22100005	2021-10-20	1610612738	L	134	BOS @ NYK	1610612752	W	138	1504.0	1574.0
22100006	2021-10-20	1610612761	L	83	TOR vs. WAS	1610612764	W	98	1446.0	1507.0
22100007	2021-10-20	1610612739	L	121	CLE @ MEM	1610612763	W	132	1351.0	1542.0
22100008	2021-10-20	1610612745	L	106	HOU @ MIN	1610612750	W	124	1343.0	1437.0
22100009	2021-10-20	1610612740	L	97	NOP vs. PHI	1610612755	W	117	1478.0	1594.0
22100010	2021-10-20	1610612753	L	97	ORL @ SAS	1610612759	W	123	1329.0	1478.0
22100011	2021-10-20	1610612760	L	86	OKC @ UTA	1610612762	W	107	1307.0	1631.0
22100012	2021-10-20	1610612743	W	110	DEN @ PHX	1610612756	L	98	1596.0	1610.0
22100013	2021-10-20	1610612757	L	121	POR vs. SAC	1610612758	W	124	1588.0	1451.0
22100014	2021-10-21	1610612737	W	113	ATL vs. DAL	1610612742	L	87	1550.0	1550.0
22100015	2021-10-21	1610612748	W	137	MIA vs. MIL	1610612749	L	95	1544.0	1601.0
22100016	2021-10-21	1610612744	W	115	GSW vs. LAC	1610612746	L	113	1548.0	1587.0
22100017	2021-10-22	1610612739	L	112	CLE vs. CHA	1610612766	W	123	1348.0	1446.0
22100018	2021-10-22	1610612752	W	121	NYK @ ORL	1610612753	L	96	1577.0	1323.0
22100019	2021-10-22	1610612754	L	134	IND @ WAS	1610612764	W	135	1485.0	1522.0
22100020	2021-10-22	1610612738	L	83	BOS vs. TOR	1610612761	W	115	1501.0	1431.0
22100021	2021-10-22	1610612751	W	114	BKN @ PHI	1610612755	L	109	1574.0	1609.0
22100022	2021-10-22	1610612740	L	112	NOP @ CHI	1610612741	W	128	1463.0	1500.0
22100023	2021-10-22	1610612745	W	124	HOU vs. OKC	1610612760	L	91	1336.0	1305.0
